"Teil,""Anzahl"""
"4084.1,""5.0"""
"4084.10,""9.0"""
"4084.11,""7.0"""
"4084.12,""1.0"""
"4084.13,""3.0"""
"4084.14,""4.0"""
"4084.16,""3.0"""
"4084.2,""9.0"""
"4084.3,""6.0"""
"4084.4,""12.0"""
"4084.5,""11.0"""
"4084.6,""2.0"""
"4084.7,""7.0"""
"4084.8,""5.0"""
"4084.9,""8.0"""
"4084n,""7.0"""
"4084ssc,""2.0"""
"4084ssc.18,""13.0"""
"4084ssc.19,""18.0"""
"4084ssc.2,""3.0"""
"4084ssc.3,""1.0"""
"4084z,""10.0"""
"4090z,""9.0"""
"41,""4.0"""
"4102a.60,""56710.0"""
"4120,""29.0"""
"4121,""9.0"""
"4123,""1.0"""
"4151,""29.0"""
"4151.1,""5.0"""
"4152.1,""103.0"""
"4152.2,""1541.0"""
"4152.3,""20.0"""
"4155,""1.0"""
"4163a,""10.0"""
"4163d,""13.0"""
"4163e,""3.0"""
"4171.5,""2.0"""
"4180.4100a,""1.0"""
"4180.4100b,""41.0"""
"4180.4103,""8.0"""
"4180.4104a,""2.0"""
"4180.4106a,""1.0"""
"4191.1,""2.0"""
"4191.2,""6.0"""
"4191.3,""4.0"""
"4191.4,""1.0"""
"4191.5,""2.0"""
"4191.8,""5.0"""
"4192.2,""3.0"""
"4198.1,""1.0"""
"420.28,""58260.0"""
"421018,""5.0"""
"421019,""8.0"""
"4230,""2.0"""
"4231,""8.0"""
"4235,""1.0"""
"4236,""2.0"""
"4238af,""1.0"""
"4239af,""1.0"""
"4250.8,""120.0"""
"4252,""3.0"""
"4252.9,""16.0"""
"4255,""10.0"""
"4255.1,""15.0"""
"4255.2,""5.0"""
"4255.3,""5.0"""
"4255.8,""14.0"""
"4260.1,""2.0"""
"4260.9,""12.0"""
"4261,""26.0"""
"4261.2,""10.0"""
"4262,""14.0"""
"4262.1,""15.0"""
"4262.3,""9.0"""
"4263,""1.0"""
"4263.10,""220.0"""
"4263.19,""8.0"""
"4263.5,""10.0"""
"4263.6,""20.0"""
"4265.1,""3.0"""
"4265.11,""1.0"""
"4265.215,""10.0"""
"4265.220,""2.0"""
"4265.230,""5.0"""
"4265.3,""1.0"""
"4265.4,""5.0"""
"4265.6,""2.0"""
"4265.7,""16.0"""
"4265.8,""11.0"""
"4265.9,""8.0"""
"4266,""7.0"""
"4267,""7.0"""
"4281,""352.0"""
"4282,""54.0"""
"4321,""1.0"""
"4326,""1.0"""
"4327.1,""3.0"""
"4327.111,""93.0"""
"4327.12,""13.0"""
"4327.16,""2.0"""
"4327.21,""13.0"""
"4327.25,""5.0"""
"4327.26,""6.0"""
"4327.28,""4.0"""
"440005.40,""528800.0"""
"440005.41,""3670.0"""
"440005.47,""414419.0"""
"440005.47b,""319.0"""
"440006.40,""29370.0"""
"440006.47,""482.0"""
"440007.40,""571400.0"""
"440007.46,""1242035.0"""
"440007.47,""99660.0"""
"440010.40,""5145.0"""
"440010.41,""31260.0"""
"440015.40,""105880.0"""
"440105.47,""33140.0"""
"440106.41,""28233.0"""
"440106.415,""89859.0"""
"440106.47,""317830.0"""
"440108.40,""516600.0"""
"440108.41,""31664.0"""
"440108.47,""177200.0"""
"440110.47,""228749.0"""
"440112.40,""242300.0"""
"440112.47,""30080.0"""
"440133.41,""3500.0"""
"440206.40,""601190.0"""
"440206.41,""58745.0"""
"440206.47,""797758.0"""
"440206.47s50,""40.0"""
"440208.40,""1058325.0"""
"440208.41,""70140.0"""
"440208.47,""207658.0"""
"4402088.40,""13000.0"""
"440210.40,""776220.0"""
"440210.47,""209735.0"""
"440212.40,""107770.0"""
"440212.41,""41673.0"""
"440212.47,""105728.0"""
"440220.40,""117500.0"""
"440220.47,""76075.0"""
"440306.40,""694100.0"""
"440306.41,""13890.0"""
"440306.47,""719680.0"""
"440308.40,""610380.0"""
"440308.41,""40170.0"""
"440308.47,""48827.0"""
"440310.40,""1055555.0"""
"440310.47,""63035.0"""
"440312.40,""165300.0"""
"440312.47,""104642.0"""
"440320.47,""23710.0"""
"440406.40,""548600.0"""
"440406.41,""790.0"""
"440406.47,""115030.0"""
"440407.40,""656650.0"""
"440407.41,""60598.0"""
"440407.45,""38632.0"""
"440407.47,""411340.0"""
"440407.47s50,""89.0"""
"440408.40,""223530.0"""
"440408.41,""8783.0"""
"440408.47,""310328.0"""
"440410.40,""1518323.0"""
"440410.41,""90500.0"""
"440410.47,""218350.0"""
"440412.40,""711030.0"""
"440412.41,""24820.0"""
"440412.47,""48730.0"""
"440415.40,""136890.0"""
"440415.47,""6400.0"""
"440418.40,""60000.0"""
"440418.47,""31183.0"""
"440420.47,""101000.0"""
"440506.40,""156895.0"""
"440507.40,""1356000.0"""
"440507.41,""61280.0"""
"440507.47,""194150.0"""
"440508.40,""965370.0"""
"440508.41,""39980.0"""
"440508.47,""267225.0"""
"440510.40,""133400.0"""
"440510.41,""4500.0"""
"440510.47,""176675.0"""
"440512.40,""172500.0"""
"440512.41,""14000.0"""
"440512.47,""228994.0"""
"440515.47,""34260.0"""
"440520.40,""21000.0"""
"440520.47,""20.0"""
"440608.40,""104300.0"""
"440608.41,""17950.0"""
"440608.47,""37860.0"""
"440609.40,""386100.0"""
"440609.41,""19000.0"""
"440609.45,""20275.0"""
"440609.47,""345218.0"""
"440609.47b,""46.0"""
"440610.40,""205200.0"""
"440610.47,""162420.0"""
"440612.40,""297900.0"""
"440612.47,""183980.0"""
"440615.40,""149590.0"""
"440615.47,""28563.0"""
"440618.40,""365500.0"""
"440618.47,""324038.0"""
"440620.40,""109300.0"""
"440706.47,""5500.0"""
"440710.40,""273300.0"""
"440710.47,""321899.0"""
"440712.40,""2042000.0"""
"440712.41,""14118.0"""
"440712.47,""156845.0"""
"440712.47b,""84.0"""
"440715.40,""180990.0"""
"440715.41,""3400.0"""
"440715.47,""39454.0"""
"440718.40,""33450.0"""
"440718.47,""8435.0"""
"440720.40,""166220.0"""
"440720.47,""10526.0"""
"440725.40,""70745.0"""
"440725.47,""58.0"""
"440730.47,""1295.0"""
"440812.40,""331510.0"""
"440812.41,""4480.0"""
"440812.47,""173261.0"""
"440812.47b,""88.0"""
"440815.40,""48440.0"""
"440815.41,""1500.0"""
"440815.47,""24480.0"""
"440818.40,""69800.0"""
"440818.47,""35855.0"""
"440820.40,""21940.0"""
"440820.47,""38050.0"""
"440825.40,""46900.0"""
"440825.47,""27977.0"""
"440912.40,""125770.0"""
"440912.47,""69815.0"""
"440915.40,""476225.0"""
"440915.47,""80889.0"""
"440915.47b,""140.0"""
"440918.40,""61250.0"""
"440918.47,""59298.0"""
"440920.40,""111265.0"""
"440920.47,""14747.0"""
"440922.47,""15360.0"""
"440925.40,""69500.0"""
"440925.47,""8487.0"""
"440930.40,""11850.0"""
"440930.47,""310.0"""
"440932.40,""67200.0"""
"440932.47,""4169.0"""
"441012.40,""244360.0"""
"441012.47,""8559.0"""
"441015.40,""145170.0"""
"441015.47,""4050.0"""
"441018.40,""60120.0"""
"441018.41,""6770.0"""
"441018.47,""16163.0"""
"441018.47b,""140.0"""
"441020.40,""51220.0"""
"441020.47,""18357.0"""
"441028.40,""6650.0"""
"441028.47,""591.0"""
"441032.40,""11450.0"""
"441032.47,""24781.0"""
"441112.40,""128640.0"""
"441112.47,""39523.0"""
"441115.40,""6440.0"""
"441118.40,""9640.0"""
"441118.41,""750.0"""
"441118.47,""3502.0"""
"441120.40,""69390.0"""
"441120.47,""4250.0"""
"441125.47,""1600.0"""
"441132.40,""43750.0"""
"441132.47,""4621.0"""
"441218.40,""838.0"""
"441218.47,""2337.0"""
"441220.47,""10788.0"""
"441222.40,""22271.0"""
"441222.47,""21490.0"""
"441225.40,""27188.0"""
"441225.47,""17.0"""
"441230.40,""19520.0"""
"441232.47,""1112.0"""
"441240.47,""60.0"""
"441322.40,""10300.0"""
"441322.47,""380.0"""
"441325.47,""193.0"""
"441332.47,""3221.0"""
"441432.40,""3220.0"""
"441432.47,""858.0"""
"441532.47,""3268.0"""
"441632.47,""4450.0"""
"4451,""275.0"""
"4451rei,""50.0"""
"4455,""80.0"""
"4461,""47.0"""
"449905.40,""330200.0"""
"449905.47,""93800.0"""
"449907.40,""114199.0"""
"449907.47,""10260.0"""
"449915.41,""26700.0"""
"45,""3.0"""
"450.60,""452295.0"""
"450.64,""85711.0"""
"4500.64,""20000.0"""
"450006.60,""1285798.0"""
"450006.61,""62520.0"""
"450006.65,""7740.0"""
"450006.67,""38325.0"""
"450008.60,""48540.0"""
"450008.61,""12420.0"""
"450008.65,""16140.0"""
"450008.67,""108418.0"""
"450012.60,""15000.0"""
"450012.68,""935.0"""
"4501.64,""112000.0"""
"450104.61,""820.0"""
"450106.60,""427940.0"""
"450106.61,""56500.0"""
"450106.65,""13536.0"""
"450106.67,""19822.0"""
"450107.60,""9760.0"""
"450107.61,""13920.0"""
"450107.67,""775.0"""
"450108.60,""106600.0"""
"450108.61,""5360.0"""
"450108.67,""21333.0"""
"450110.60,""37300.0"""
"450110.67,""10582.0"""
"450112.60,""710000.0"""
"450112.61,""11100.0"""
"450112.65,""950.0"""
"450112.67,""20450.0"""
"450118.60,""19850.0"""
"450118.61,""3000.0"""
"450120.60,""50000.0"""
"450206.60,""249724.0"""
"450206.61,""9900.0"""
"450206.67,""41343.0"""
"450207.60,""5078.0"""
"450208.60,""127532.0"""
"450208.61,""21382.0"""
"450208.65,""19909.0"""
"450208.67,""17307.0"""
"450210.60,""54288.0"""
"450210.65,""101760.0"""
"450210.67,""42333.0"""
"450212.60,""20910.0"""
"450212.61,""170.0"""
"450212.65,""15000.0"""
"450212.67,""54000.0"""
"450215.60,""94795.0"""
"450215.61,""11882.0"""
"450306.60,""131786.0"""
"450306.61,""16800.0"""
"450306.65,""14250.0"""
"450306.67,""8344.0"""
"450307.61,""800.0"""
"450307.68,""2710.0"""
"450308.60,""292311.0"""
"450308.61,""9925.0"""
"450308.65,""11090.0"""
"450308.67,""9120.0"""
"450310.60,""254000.0"""
"450310.61,""1960.0"""
"450310.65,""86000.0"""
"450310.67,""865.0"""
"450312.60,""1137000.0"""
"450312.67,""11000.0"""
"450315.60,""54000.0"""
"450315.61,""10005.0"""
"450320.60,""46500.0"""
"450406.60,""79500.0"""
"450406.67,""32201.0"""
"450407.60,""827000.0"""
"450407.61,""6420.0"""
"450407.65,""6655.0"""
"450407.67,""16875.0"""
"450408.60,""172870.0"""
"450408.61,""13024.0"""
"450408.65,""1860.0"""
"450408.67,""3870.0"""
"450410.60,""51998.0"""
"450410.65,""75097.0"""
"450410.67,""5750.0"""
"450410.68s,""250000.0"""
"450412.60,""8493.0"""
"450412.61,""10129.0"""
"450412.67,""30540.0"""
"450415.60,""73490.0"""
"450415.61,""380.0"""
"450415.65,""38690.0"""
"450420.60,""37930.0"""
"450420.61,""8108.0"""
"450420.65,""57500.0"""
"450505.60,""45963.0"""
"450505.61,""2078.0"""
"450506.60,""138225.0"""
"450506.61,""3975.0"""
"450506.65,""80.0"""
"450506.67,""20742.0"""
"450507.60,""104348.0"""
"450507.65,""1105.0"""
"450508.60,""129035.0"""
"450508.61,""18763.0"""
"450508.65,""49140.0"""
"450508.67,""14.0"""
"450510.60,""136849.0"""
"450510.61,""3150.0"""
"450510.65,""5000.0"""
"450510.67,""6480.0"""
"450512.60,""47694.0"""
"450512.67,""5000.0"""
"450515.60,""13000.0"""
"450515.65,""11990.0"""
"450515.67,""12990.0"""
"450520.60,""38662.0"""
"450520.61,""610.0"""
"4505b08.60,""27995.0"""
"4505b08.65,""383800.0"""
"4505b08.68,""4180.0"""
"4505b12.60,""58480.0"""
"4505b12.68,""26690.0"""
"4506a06.60,""25000.0"""
"4506a06.67,""2890.0"""
"4506a06.80,""9936.0"""
"4506a08.60,""1100.0"""
"4506a08.61,""880.0"""
"4506a08.67,""12840.0"""
"4506a10.60,""21360.0"""
"4506a10.65,""15960.0"""
"4506a10.67,""17000.0"""
"4506a12.60,""21000.0"""
"4506a12.61,""6500.0"""
"4506a15.61,""250.0"""
"4506a20.61,""19290.0"""
"4506b06.60,""62000.0"""
"4506b06.67,""24540.0"""
"4506b08.60,""54000.0"""
"4506b08.65,""80560.0"""
"4506b08.67,""51839.0"""
"4506b10.60,""21700.0"""
"4506b10.67,""800.0"""
"4506b12.60,""37390.0"""
"4506b12.61,""6500.0"""
"4506b12.65,""17980.0"""
"4506b12.67,""3500.0"""
"4506b15.60,""2330.0"""
"4506b15.61,""400.0"""
"4506b15.65,""4000.0"""
"4506b20.60,""42500.0"""
"4506b20.67,""3600.0"""
"4507a06.60,""199580.0"""
"4507a06.67,""117608.0"""
"4507a08.61,""1000.0"""
"4507a08.67,""21921.0"""
"4507a10.60,""49147.0"""
"4507a10.61,""2830.0"""
"4507a12.60,""95250.0"""
"4507a12.61,""50.0"""
"4507a12.65,""31980.0"""
"4507a12.67,""37835.0"""
"4507a15.60,""88490.0"""
"4507a15.61,""765.0"""
"4507a20.60,""32120.0"""
"4507a20.61,""332.0"""
"4507b06.60,""103600.0"""
"4507b06.67,""78799.0"""
"4507b08.60,""125.0"""
"4507b08.67,""10540.0"""
"4507b10.60,""13050.0"""
"4507b10.61,""2500.0"""
"4507b12.61,""213.0"""
"4507b12.65,""27970.0"""
"4507b12.67,""816.0"""
"4507b15.60,""56000.0"""
"4507b15.61,""106.0"""
"4507b15.67,""6500.0"""
"4507b20.60,""26740.0"""
"4507b20.61,""4400.0"""
"4507b20.65,""11880.0"""
"4507b20.67,""3278.0"""
"4507b30.60,""8198.0"""
"4507b30.67,""3000.0"""
"4508a06.60,""113770.0"""
"4508a06.67,""75244.0"""
"4508a08.67,""7150.0"""
"4508a12.60,""52610.0"""
"4508a12.61,""180.0"""
"4508a12.65,""838.0"""
"4508a15.60,""5995.0"""
"4508a15.61,""2049.0"""
"4508a15.67,""1480.0"""
"4508a20.60,""24980.0"""
"4508a20.61,""4561.0"""
"4508a30.60,""2194.0"""
"4508b06.60,""102500.0"""
"4508b06.67,""49463.0"""
"4508b08.60,""20750.0"""
"4508b08.65,""500.0"""
"4508b08.67,""68118.0"""
"4508b12.60,""105330.0"""
"4508b12.65,""36180.0"""
"4508b12.67,""1685.0"""
"4508b15.60,""22150.0"""
"4508b15.61,""3490.0"""
"4508b15.67,""7021.0"""
"4508b18.67,""1828.0"""
"4508b20.60,""2709.0"""
"4508b20.61,""500.0"""
"4508b20.65,""3980.0"""
"4508b20.67,""429.0"""
"4508b30.60,""7120.0"""
"4508b30.67,""7194.0"""
"4509a06.67,""40480.0"""
"4509a08.61,""230.0"""
"4509a08.65,""10489.0"""
"4509a12.60,""17130.0"""
"4509a12.61,""7000.0"""
"4509a12.65,""32000.0"""
"4509a15.60,""39605.0"""
"4509a15.61,""1712.0"""
"4509a15.65,""958.0"""
"4509a20.60,""16059.0"""
"4509a20.61,""1950.0"""
"4509b06.60,""341520.0"""
"4509b06.67,""251851.0"""
"4509b08.60,""63230.0"""
"4509b08.67,""4007.0"""
"4509b12.61,""4500.0"""
"4509b12.65,""8643.0"""
"4509b12.67,""7049.0"""
"4509b15.60,""18927.0"""
"4509b15.61,""480.0"""
"4509b15.67,""10011.0"""
"4509b20.60,""2942.0"""
"4509b30.67,""143.0"""
"451.65,""1733.0"""
"4510a12.60,""29150.0"""
"4510a12.61,""27.0"""
"4510a12.67,""22251.0"""
"4510a15.60,""15470.0"""
"4510a15.61,""96.0"""
"4510a40.60,""2516.0"""
"4510b08.60,""1675.0"""
"4510b08.67,""19000.0"""
"4510b12.60,""35375.0"""
"4510b15.67,""4385.0"""
"4510b18.67,""7700.0"""
"4510b20.67,""7557.0"""
"4510b30.60,""5790.0"""
"4510b30.65,""2500.0"""
"451130.67,""491.0"""
"451215.60,""1430.0"""
"451215.61,""645.0"""
"451218.67,""6245.0"""
"451220.60,""9290.0"""
"451230.67,""654.0"""
"451320.60,""405.0"""
"451320.67,""2088.0"""
"451330.60,""5108.0"""
"451426.67,""4202.0"""
"451430.60,""5280.0"""
"451430.67,""19.0"""
"451520.60,""5513.0"""
"451520.67,""92.0"""
"451530.67,""1438.0"""
"451630.67,""25.0"""
"4517,""48.0"""
"4518n,""26.0"""
"4521,""2.0"""
"4523n,""5.0"""
"4526,""1.0"""
"4526n,""11.0"""
"4527,""1.0"""
"4531,""7.0"""
"4531.1,""7.0"""
"4531.2,""1.0"""
"4535,""16.0"""
"4536,""1.0"""
"4538n,""3.0"""
"4539n,""5.0"""
"4542.1,""22.0"""
"4542.2,""34.0"""
"4542a,""2.0"""
"4542b,""5.0"""
"4542c,""9.0"""
"4542d,""280.0"""
"4543,""23.0"""
"4545,""23.0"""
"459706,""746597.0"""
"459708,""427000.0"""
"459906,""450098.0"""
"459908,""638140.0"""
"460006,""949760.0"""
"460008,""611846.0"""
"460106,""658990.0"""
"460106d,""113765.0"""
"460108,""1611379.0"""
"460108.00050,""213550.0"""
"460108.05000,""442500.0"""
"460108d,""519775.0"""
"460110,""29700.0"""
"460110d,""86000.0"""
"460112,""879000.0"""
"460112d,""40500.0"""
"460206,""309480.0"""
"460206d,""40500.0"""
"460206w,""52427.0"""
"460208,""1918292.0"""
"460208.00050,""222100.0"""
"460208.05000,""570000.0"""
"460208d,""233264.0"""
"460208w,""129293.0"""
"460210,""68123.0"""
"460210d,""62500.0"""
"460210w,""480000.0"""
"460212,""171500.0"""
"460212d,""38228.0"""
"460306,""109800.0"""
"460306d,""46918.0"""
"460308,""1708500.0"""
"460308.00050,""71000.0"""
"460308.05000,""545000.0"""
"460308d,""462482.0"""
"460308w,""166000.0"""
"460310,""23308.0"""
"460310d,""173995.0"""
"460310w,""202500.0"""
"460312,""61000.0"""
"460312d,""88838.0"""
"460318d,""201500.0"""
"460406,""103649.0"""
"460406w,""451500.0"""
"460408,""767221.0"""
"460408.00050,""183200.0"""
"460408.05000,""1020000.0"""
"460408d,""1053587.0"""
"460408w,""206327.0"""
"460410,""56800.0"""
"460410d,""19000.0"""
"460410w,""97000.0"""
"460412,""183750.0"""
"460412d,""132832.0"""
"460414,""53500.0"""
"460418,""86200.0"""
"460418d,""156100.0"""
"460508,""761382.0"""
"460508.00040,""77720.0"""
"460508.00050,""74750.0"""
"460508.03000,""231000.0"""
"460508.s10,""183.0"""
"460508ks,""15830.0"""
"460508s,""486500.0"""
"460509d,""877928.0"""
"460509db,""91.0"""
"460510,""384750.0"""
"460512,""1052927.0"""
"460512d,""222728.0"""
"460512ks,""20754.0"""
"460518,""239858.0"""
"460518d,""117500.0"""
"460609,""269881.0"""
"460610,""489350.0"""
"460610ks,""41000.0"""
"460612,""574029.0"""
"460612d,""173450.0"""
"460618,""18000.0"""
"460618d,""50750.0"""
"460712,""737370.0"""
"460714d,""31300.0"""
"460718,""125003.0"""
"460718d,""46400.0"""
"460812,""184400.0"""
"460814d,""55200.0"""
"460818,""47200.0"""
"460818d,""42800.0"""
"460912,""83000.0"""
"460914d,""3600.0"""
"460918,""39627.0"""
"461016,""27450.0"""
"461018,""10600.0"""
"461022,""48773.0"""
"461116,""156518.0"""
"461118,""14000.0"""
"461125,""37119.0"""
"461220,""61500.0"""
"461225,""3650.0"""
"461230,""14550.0"""
"461321,""2557.0"""
"461425,""1949.0"""
"461530,""1245.0"""
"461632,""5714.0"""
"4631,""387.0"""
"4650,""203.0"""
"4650d,""24.0"""
"4654.1,""12.0"""
"4654.2,""33.0"""
"4655,""447.0"""
"4656,""4842.0"""
"4657,""3800.0"""
"4658,""2838.0"""
"4658.1,""1320.0"""
"4658.2,""2790.0"""
"4658.3,""1200.0"""
"4659,""16933.0"""
"4660,""77.0"""
"469706,""154822.0"""
"469708,""203500.0"""
"469806,""826039.0"""
"469808,""263415.0"""
"469906,""453772.0"""
"469908,""199876.0"""
"470006,""219494.0"""
"470008,""142000.0"""
"470106,""118559.0"""
"470106d,""25068.0"""
"470108,""4976822.0"""
"470108.00050,""389000.0"""
"470108.05000,""2320000.0"""
"470108.s20,""99.0"""
"470108d,""910626.0"""
"470108db,""14.0"""
"470110,""737083.0"""
"470110d,""349311.0"""
"470112,""533000.0"""
"470112d,""189000.0"""
"470206,""24292.0"""
"470206d,""198000.0"""
"470208,""1240954.0"""
"470208.00050,""357800.0"""
"470208.05000,""475000.0"""
"470208c,""4752990.0"""
"470208d,""190600.0"""
"470208w,""153500.0"""
"470210,""306500.0"""
"470210d,""60500.0"""
"470212,""43990.0"""
"470212d,""112500.0"""
"470218d,""24500.0"""
"470306,""130200.0"""
"470306d,""108000.0"""
"470308,""981389.0"""
"470308.00050,""807450.0"""
"470308.05000,""2185000.0"""
"470308.s20,""30.0"""
"470308d,""675343.0"""
"470308db,""58.0"""
"470308w,""118500.0"""
"470310,""379036.0"""
"470310d,""116200.0"""
"470312,""378470.0"""
"470312d,""217884.0"""
"470318d,""243000.0"""
"470406,""204998.0"""
"470408,""773266.0"""
"470408.00050,""806800.0"""
"470408.05000,""2105000.0"""
"470408.s15,""60.0"""
"470408d,""1354192.0"""
"470408db,""2.0"""
"470408ks,""19995.0"""
"470408w,""271249.0"""
"470410,""299114.0"""
"470410d,""53800.0"""
"470410ks,""50000.0"""
"470412,""136968.0"""
"470412d,""442491.0"""
"470414,""28495.0"""
"470418,""39517.0"""
"470418d,""35100.0"""
"470508,""33823.0"""
"470508.00040,""79200.0"""
"470508.00050,""124000.0"""
"470508.03000,""453000.0"""
"470509d,""110600.0"""
"470510,""65473.0"""
"470512,""485663.0"""
"470512d,""174800.0"""
"470518,""83499.0"""
"470518d,""29500.0"""
"470609,""399329.0"""
"470610,""1635831.0"""
"470612,""566253.0"""
"470612d,""77829.0"""
"470618,""57800.0"""
"470618d,""54000.0"""
"470712,""398616.0"""
"470714d,""122200.0"""
"470718,""350649.0"""
"470718d,""30200.0"""
"470812,""913380.0"""
"470814d,""83098.0"""
"470818,""185391.0"""
"470818d,""38000.0"""
"470912,""476153.0"""
"470914d,""21225.0"""
"470918,""134481.0"""
"471016,""69383.0"""
"471018,""32380.0"""
"471022,""25241.0"""
"4750,""884.0"""
"4750d,""113.0"""
"4760,""46.0"""
"4801,""1200.0"""
"4803,""30150.0"""
"4805,""8492.0"""
"4809,""105797.0"""
"490206,""212950.0"""
"490206d,""169369.0"""
"490208,""1066442.0"""
"490208.00050,""296750.0"""
"490208.05000,""1050000.0"""
"490208.s20,""40.0"""
"490208d,""1189404.0"""
"490208db,""1.0"""
"490208w,""13500.0"""
"490210,""261383.0"""
"490210d,""238000.0"""
"490212,""132900.0"""
"490212d,""111694.0"""
"490218d,""32500.0"""
"490712,""2040077.0"""
"490712ks,""52000.0"""
"490714d,""595668.0"""
"490718,""264569.0"""
"490718d,""30921.0"""
"490812,""1176461.0"""
"490812ks,""24550.0"""
"490814d,""968856.0"""
"490818,""631897.0"""
"490818d,""67731.0"""
"490912,""157750.0"""
"490912ks,""7507.0"""
"490914d,""155683.0"""
"490918,""332126.0"""
"491016,""44343.0"""
"491018,""85963.0"""
"491022,""17850.0"""
"491116,""74356.0"""
"491118,""16332.0"""
"491125,""15557.0"""
"491220,""54507.0"""
"491225,""8750.0"""
"4950,""1128.0"""
"4950d,""511.0"""
"4950dhou,""135.0"""
"4950drei,""151.0"""
"4960,""311.0"""
"5,""35.0"""
"5000.99,""38890.0"""
"5001.99,""11656.0"""
"5002.99,""19656.0"""
"5003.99,""35147.0"""
"5004.99,""6000.0"""
"5004a.99,""3005.0"""
"5005.95,""342.0"""
"5005.99,""15365.0"""
"5006.99,""2600.0"""
"5007.99,""12736.0"""
"51,""6.0"""
"5100.99,""15520.0"""
"5101.99,""35.0"""
"5102.99,""163.0"""
"5103.90,""10.0"""
"5103.99,""12363.0"""
"5111.80,""2160.0"""
"5112.95,""4492.0"""
"5112.99,""14400.0"""
"5113.60,""8280.0"""
"5114.65,""244.0"""
"5114.99,""49409.0"""
"5115.99,""343030.0"""
"5116.99,""1998.0"""
"5117.80,""42311.0"""
"5118.95,""3960.0"""
"5118.99,""21760.0"""
"5119.99,""32332.0"""
"5120a.99,""24049.0"""
"5120b.99,""27255.0"""
"5121.99,""3220.0"""
"5123.69,""2677.0"""
"5124.60,""1500.0"""
"5125.83,""2815.0"""
"5125.99,""12950.0"""
"5126.60,""80.0"""
"5128.95,""28000.0"""
"5130.99,""29266.0"""
"5135.pr,""32000.0"""
"5150259,""540.0"""
"5150259.2,""140.0"""
"52,""7.0"""
"5221.99,""3.0"""
"53,""9.0"""
"54,""4.0"""
"55,""5.0"""
"550080,""35.0"""
"550155,""1.0"""
"550170,""8603468.0"""
"550223,""1.0"""
"550225,""10.0"""
"550290,""1.0"""
"550291,""48.0"""
"550292,""6.0"""
"550500,""1.0"""
"550501,""726.0"""
"550569,""1.0"""
"550745,""310.0"""
"550750,""2.0"""
"56,""17.0"""
"57,""23.0"""
"58,""11.0"""
"59,""22.0"""
"5932759,""360.0"""
"5932759.2,""1400.0"""
"5932760,""480.0"""
"5932760.2,""990.0"""
"5932761,""180.0"""
"5932761.2,""1340.0"""
"6,""9.0"""
"60,""17.0"""
"61,""3.0"""
"61003,""1.0"""
"625388,""192.0"""
"625493,""540.0"""
"625507,""315.0"""
"64,""1.0"""
"6401c.65,""61775.0"""
"6402c.60,""21660.0"""
"6402c.65,""50115.0"""
"6403c.60,""70558.0"""
"6405c.95,""28500.0"""
"64064c.80,""101257.0"""
"64064c.95,""10165.0"""
"64064c.99,""37148.0"""
"64064d.80,""2986.0"""
"64065c.95,""14336.0"""
"6407c.60,""116800.0"""
"6407c.65,""8870.0"""
"6407c.90,""50850.0"""
"6407c.95,""40310.0"""
"64085c.60,""135966.0"""
"64085c.65,""26358.0"""
"6409.60,""3460.0"""
"6410.65,""13895.0"""
"6413a.59,""39777.0"""
"6414.55,""4150.0"""
"6414a.59,""6854.0"""
"6416.55,""42486.0"""
"6417c.65,""2920.0"""
"6417c.80,""16985.0"""
"6417c.95,""14790.0"""
"6418.55,""10956.0"""
"6420.55,""5549.0"""
"6425b.55,""78318.0"""
"6432a.55,""455.0"""
"6442.80,""789.0"""
"6443.65,""3930.0"""
"6444.50,""44710.0"""
"6446.65,""2934.0"""
"6450,""25000.0"""
"65,""9.0"""
"6500e.65,""2760.0"""
"6501e.60,""89100.0"""
"6501g.60,""10905.0"""
"6501g.65,""14000.0"""
"6502e.65,""4151.0"""
"6503e.95,""3272.0"""
"6503f.65,""5992.0"""
"6503g.95,""7858.0"""
"6504e.65,""2872.0"""
"6504e.95,""13610.0"""
"6504e.99,""1190.0"""
"6505e.80,""11435.0"""
"6505f.60,""15300.0"""
"6505f.65,""7041.0"""
"6507e.80,""37755.0"""
"6508e.83,""54554.0"""
"657.60,""24275.0"""
"66,""8.0"""
"665.68,""8206.0"""
"68,""1.0"""
"7,""9.0"""
"70,""12.0"""
"735.68,""2250.0"""
"737009,""80.0"""
"737047,""450.0"""
"737074,""180.0"""
"74,""2.0"""
"740.68,""8000.0"""
"7409a.99,""17300.0"""
"742.61,""6000.0"""
"750.68,""6910.0"""
"755.68,""15150.0"""
"762.68,""20800.0"""
"7663.99,""2461.0"""
"7664.65,""2080.0"""
"7666.65,""3760.0"""
"7668.65,""9100.0"""
"7669.65,""3809.0"""
"7672.65,""750.0"""
"7682.99,""100.0"""
"76b,""1.0"""
"77,""3.0"""
"770.61,""1600.0"""
"774.68,""9910.0"""
"776.60,""1635.0"""
"776.62,""1335.0"""
"777.60,""2620.0"""
"777.68,""176.0"""
"779.60,""25470.0"""
"779.62,""3050.0"""
"779a.62,""7780.0"""
"780.60,""5.0"""
"780.68,""32843.0"""
"781.68,""355.0"""
"783.60,""28365.0"""
"784.63,""29730.0"""
"784.68,""18450.0"""
"785.60,""24850.0"""
"785.68,""638.0"""
"786.60,""17985.0"""
"786.62,""147.0"""
"789.60,""53555.0"""
